,Nombre,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
6,11,07: PROVINCIA CONSTITUCIONAL DEL CALLAO,136827783,216949929,400118629,399764019,390282175,
7,11,08: CUSCO,421204803,551690803,788216842,751941046,774089552,
8,11,09: HUANCAVELICA,158011709,265430831,293072350,280775268,278667335,
9,11,10: HUANUCO,178888604,199389242,345930021,334997810,334427400,
10,11,11: ICA,113504777,139723251,345943007,295722655,292007615,
11,11,12: JUNIN,195496973,245727710,523516029,476393521,510739771,
12,11,13: LA LIBERTAD,158699527,227406881,542325329,554706548,561429164,
13,11,14: LAMBAYEQUE,94723537,200529556,365888797,373783077,365579199,
14,11,15: LIMA,2767283638,3404913467,7053354561,7058488444,7060209288,
15,11,16: LORETO,119801769,217106686,411960059,418415178,472932344,
16,11,17: MADRE DE DIOS,49738446,52077301,91069402,91891462,83913153,
17,11,18: MOQUEGUA,78373490,96429059,136023648,126392011,125834530,
18,11,19: PASCO,55933099,87801366,176713400,156144848,157049366,
19,11,20: PIURA,312128239,448499821,616484667,651125293,739831970,
20,11,21: PUNO,184508984,265157453,554335392,526863357,535145658,
21,11,22: SAN MARTIN,146818259,148069620,349596246,346637886,350416808,
22,11,23: TACNA,122489780,153266820,242392039,220473501,194514198,
23,11,24: TUMBES,5241239,17289452,112812734,109458179,109075202,
24,11,25: UCAYALI,132242122,156578511,200021223,212430674,196580857,
25,11,98: EXTERIOR,24022364,34367701,73761120,71121348,71108134,
